,ffr,change,scheduled,decision,prime,exports,pce,ue,rgdp,cars,recess,gdpg,veloc,house,cli,spx,usd,fed_party,potus_party
2021-07-12,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4369.5498046875,92.12999725341795,1.0,0.0
2021-07-13,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4369.5498046875,92.12999725341795,1.0,0.0
2021-07-14,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4384.6298828125,92.2300033569336,1.0,0.0
2021-07-15,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4369.2099609375,92.75,1.0,0.0
2021-07-16,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4374.2998046875,92.41000366210938,1.0,0.0
2021-07-17,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4360.02978515625,92.62000274658205,1.0,0.0
2021-07-18,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4327.16015625,92.69000244140624,1.0,0.0
2021-07-19,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4327.16015625,92.69000244140624,1.0,0.0
2021-07-20,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4327.16015625,92.69000244140624,1.0,0.0
2021-07-21,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4258.490234375,92.88999938964844,1.0,0.0
2021-07-22,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4323.06005859375,92.97000122070312,1.0,0.0
2021-07-23,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4358.68994140625,92.75,1.0,0.0
2021-07-24,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4367.47998046875,92.81999969482422,1.0,0.0
2021-07-25,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4411.7900390625,92.91000366210938,1.0,0.0
2021-07-26,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4411.7900390625,92.91000366210938,1.0,0.0
2021-07-27,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4411.7900390625,92.91000366210938,1.0,0.0
2021-07-28,0.15,0.0,1.0,0.0,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4422.2998046875,92.6500015258789,1.0,0.0
2021-07-29,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4401.4599609375,92.43000030517578,1.0,0.0
2021-07-30,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4400.64013671875,92.31999969482422,1.0,0.0
2021-07-31,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4419.14990234375,91.86000061035156,1.0,0.0
2021-08-01,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4395.259765625,92.16999816894533,1.0,0.0
2021-08-02,,,,,3.25,1.5,2.13,5.4,3.3,15.306,0.0,6.0,1.209,1593.0,101.2905,4395.259765625,92.16999816894533,1.0,0.0
2021-08-03,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4395.259765625,92.16999816894533,1.0,0.0
2021-08-04,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4387.16015625,92.0500030517578,1.0,0.0
2021-08-05,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4423.14990234375,92.08000183105467,1.0,0.0
2021-08-06,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4402.66015625,92.2699966430664,1.0,0.0
2021-08-07,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4429.10009765625,92.23999786376952,1.0,0.0
2021-08-08,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4436.52001953125,92.8000030517578,1.0,0.0
2021-08-09,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4436.52001953125,92.8000030517578,1.0,0.0
2021-08-10,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4436.52001953125,92.8000030517578,1.0,0.0
2021-08-11,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4432.35009765625,92.9499969482422,1.0,0.0
2021-08-12,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4436.75,93.05999755859376,1.0,0.0
2021-08-13,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4442.41015625,92.91000366210938,1.0,0.0
2021-08-14,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4460.830078125,93.04000091552734,1.0,0.0
2021-08-15,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4468.0,92.5199966430664,1.0,0.0
2021-08-16,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4468.0,92.5199966430664,1.0,0.0
2021-08-17,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4468.0,92.5199966430664,1.0,0.0
2021-08-18,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4479.7099609375,92.62999725341795,1.0,0.0
2021-08-19,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4448.080078125,93.12999725341795,1.0,0.0
2021-08-20,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4400.27001953125,93.13999938964844,1.0,0.0
2021-08-21,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4405.7998046875,93.56999969482422,1.0,0.0
2021-08-22,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4441.669921875,93.5,1.0,0.0
2021-08-23,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4441.669921875,93.5,1.0,0.0
2021-08-24,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4441.669921875,93.5,1.0,0.0
2021-08-25,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4479.52978515625,92.95999908447266,1.0,0.0
2021-08-26,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4486.22998046875,92.88999938964844,1.0,0.0
2021-08-27,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4496.18994140625,92.83000183105467,1.0,0.0
2021-08-28,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4470.0,93.05999755859376,1.0,0.0
2021-08-29,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4509.3701171875,92.69000244140624,1.0,0.0
2021-08-30,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4509.3701171875,92.69000244140624,1.0,0.0
2021-08-31,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4509.3701171875,92.69000244140624,1.0,0.0
2021-09-01,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4528.7900390625,92.6500015258789,1.0,0.0
2021-09-02,,,,,3.25,1.5,2.22,5.2,3.3,13.749,0.0,6.0,1.209,1576.0,101.2167,4522.68017578125,92.62999725341795,1.0,0.0
2021-09-03,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4524.08984375,92.4499969482422,1.0,0.0
2021-09-04,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4536.9501953125,92.2300033569336,1.0,0.0
2021-09-05,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4535.43017578125,92.04000091552734,1.0,0.0
2021-09-06,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4535.43017578125,92.04000091552734,1.0,0.0
2021-09-07,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4535.43017578125,92.04000091552734,1.0,0.0
2021-09-08,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4535.43017578125,92.04000091552734,1.0,0.0
2021-09-09,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4520.02978515625,92.5199966430664,1.0,0.0
2021-09-10,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4514.06982421875,92.6500015258789,1.0,0.0
2021-09-11,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4493.27978515625,92.4800033569336,1.0,0.0
2021-09-12,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4458.580078125,92.58000183105467,1.0,0.0
2021-09-13,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4458.580078125,92.58000183105467,1.0,0.0
2021-09-14,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4458.580078125,92.58000183105467,1.0,0.0
2021-09-15,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4468.72998046875,92.62000274658205,1.0,0.0
2021-09-16,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4443.0498046875,92.6500015258789,1.0,0.0
2021-09-17,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4480.7001953125,92.48999786376952,1.0,0.0
2021-09-18,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4473.75,92.86000061035156,1.0,0.0
2021-09-19,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4432.990234375,93.1999969482422,1.0,0.0
2021-09-20,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4432.990234375,93.1999969482422,1.0,0.0
2021-09-21,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4432.990234375,93.1999969482422,1.0,0.0
2021-09-22,0.15,0.0,1.0,0.0,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4357.72998046875,93.23999786376952,1.0,0.0
2021-09-23,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4354.18994140625,93.1999969482422,1.0,0.0
2021-09-24,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4395.64013671875,93.45999908447266,1.0,0.0
2021-09-25,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4448.97998046875,93.0999984741211,1.0,0.0
2021-09-26,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4455.47998046875,93.33000183105467,1.0,0.0
2021-09-27,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4455.47998046875,93.33000183105467,1.0,0.0
2021-09-28,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4455.47998046875,93.33000183105467,1.0,0.0
2021-09-29,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4443.10986328125,93.37999725341795,1.0,0.0
2021-09-30,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4352.6298828125,93.7699966430664,1.0,0.0
2021-10-01,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4359.4599609375,94.33999633789062,1.0,0.0
2021-10-02,,,,,3.25,1.5,2.46,4.8,3.3,12.747,0.0,6.0,1.209,1560.0,101.1544,4307.5400390625,94.25,1.0,0.0
2021-10-03,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4357.0400390625,94.04000091552734,1.0,0.0
2021-10-04,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4357.0400390625,94.04000091552734,1.0,0.0
2021-10-05,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4357.0400390625,94.04000091552734,1.0,0.0
2021-10-06,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4300.4599609375,93.80999755859376,1.0,0.0
2021-10-07,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4345.72021484375,93.9800033569336,1.0,0.0
2021-10-08,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4363.5498046875,94.2699966430664,1.0,0.0
2021-10-09,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4399.759765625,94.22000122070312,1.0,0.0
2021-10-10,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4391.33984375,94.06999969482422,1.0,0.0
2021-10-11,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4391.33984375,94.06999969482422,1.0,0.0
2021-10-12,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4391.33984375,94.06999969482422,1.0,0.0
2021-10-13,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4361.18994140625,94.31999969482422,1.0,0.0
2021-10-14,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4350.64990234375,94.5199966430664,1.0,0.0
2021-10-15,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4363.7998046875,94.08000183105467,1.0,0.0
2021-10-16,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4438.259765625,93.95999908447266,1.0,0.0
2021-10-17,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4471.3701171875,93.94000244140624,1.0,0.0
2021-10-18,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4471.3701171875,93.94000244140624,1.0,0.0
2021-10-19,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4471.3701171875,93.94000244140624,1.0,0.0
2021-10-20,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4486.4599609375,93.9499969482422,1.0,0.0
2021-10-21,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4519.6298828125,93.79000091552734,1.0,0.0
2021-10-22,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4536.18994140625,93.55999755859376,1.0,0.0
2021-10-23,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4549.77978515625,93.7699966430664,1.0,0.0
2021-10-24,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4544.89990234375,93.61000061035156,1.0,0.0
2021-10-25,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4544.89990234375,93.61000061035156,1.0,0.0
2021-10-26,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4544.89990234375,93.61000061035156,1.0,0.0
2021-10-27,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4566.47998046875,93.80999755859376,1.0,0.0
2021-10-28,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4574.7900390625,93.9499969482422,1.0,0.0
2021-10-29,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4551.68017578125,93.86000061035156,1.0,0.0
2021-10-30,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4596.419921875,93.3499984741211,1.0,0.0
2021-10-31,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4605.3798828125,94.12000274658205,1.0,0.0
2021-11-01,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4605.3798828125,94.12000274658205,1.0,0.0
2021-11-02,,,,,3.25,24.2,2.75,4.5,7.0,13.25,0.0,7.1,1.217,1572.0,101.109,4605.3798828125,94.12000274658205,1.0,0.0
2021-11-03,0.15,0.0,1.0,0.0,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4613.669921875,93.87999725341795,1.0,0.0
2021-11-04,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4630.64990234375,94.08999633789062,1.0,0.0
2021-11-05,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4660.56982421875,93.86000061035156,1.0,0.0
2021-11-06,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4680.06005859375,94.3499984741211,1.0,0.0
2021-11-07,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4697.52978515625,94.31999969482422,1.0,0.0
2021-11-08,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4697.52978515625,94.31999969482422,1.0,0.0
2021-11-09,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4697.52978515625,94.31999969482422,1.0,0.0
2021-11-10,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4701.7001953125,94.0500030517578,1.0,0.0
2021-11-11,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4685.25,93.95999908447266,1.0,0.0
2021-11-12,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4646.7099609375,94.8499984741211,1.0,0.0
2021-11-13,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4649.27001953125,95.18000030517578,1.0,0.0
2021-11-14,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4682.85009765625,95.12999725341795,1.0,0.0
2021-11-15,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4682.85009765625,95.12999725341795,1.0,0.0
2021-11-16,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4682.85009765625,95.12999725341795,1.0,0.0
2021-11-17,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4682.7998046875,95.41000366210938,1.0,0.0
2021-11-18,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4700.89990234375,95.91999816894533,1.0,0.0
2021-11-19,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4688.669921875,95.83000183105467,1.0,0.0
2021-11-20,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4704.5400390625,95.54000091552734,1.0,0.0
2021-11-21,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4697.9599609375,96.06999969482422,1.0,0.0
2021-11-22,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4697.9599609375,96.06999969482422,1.0,0.0
2021-11-23,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4697.9599609375,96.06999969482422,1.0,0.0
2021-11-24,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4682.93994140625,96.5,1.0,0.0
2021-11-25,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4690.7001953125,96.48999786376952,1.0,0.0
2021-11-26,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4701.4599609375,96.83999633789062,1.0,0.0
2021-11-27,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4701.4599609375,96.83999633789062,1.0,0.0
2021-11-28,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4594.6201171875,96.08999633789062,1.0,0.0
2021-11-29,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4594.6201171875,96.08999633789062,1.0,0.0
2021-11-30,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4594.6201171875,96.08999633789062,1.0,0.0
2021-12-01,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4655.27001953125,96.33999633789062,1.0,0.0
2021-12-02,,,,,3.25,24.2,3.06,4.2,7.0,13.553,0.0,7.1,1.217,1712.0,101.072,4567.0,95.98999786376952,1.0,0.0
2021-12-03,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4513.0400390625,96.0500030517578,1.0,0.0
2021-12-04,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4577.10009765625,96.12999725341795,1.0,0.0
2021-12-05,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4538.43017578125,96.12000274658205,1.0,0.0
2021-12-06,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4538.43017578125,96.12000274658205,1.0,0.0
2021-12-07,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4538.43017578125,96.12000274658205,1.0,0.0
2021-12-08,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4591.669921875,96.29000091552734,1.0,0.0
2021-12-09,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4686.75,96.37000274658205,1.0,0.0
2021-12-10,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4701.2099609375,95.88999938964844,1.0,0.0
2021-12-11,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4667.4501953125,96.2699966430664,1.0,0.0
2021-12-12,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4712.02001953125,96.0500030517578,1.0,0.0
2021-12-13,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4712.02001953125,96.0500030517578,1.0,0.0
2021-12-14,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4712.02001953125,96.0500030517578,1.0,0.0
2021-12-15,0.15,0.0,1.0,0.0,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4668.97021484375,96.31999969482422,1.0,0.0
2021-12-16,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4634.08984375,96.56999969482422,1.0,0.0
2021-12-17,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4709.85009765625,96.51000213623048,1.0,0.0
2021-12-18,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4668.669921875,96.04000091552734,1.0,0.0
2021-12-19,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4620.64013671875,96.56999969482422,1.0,0.0
2021-12-20,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4620.64013671875,96.56999969482422,1.0,0.0
2021-12-21,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4620.64013671875,96.56999969482422,1.0,0.0
2021-12-22,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4568.02001953125,96.5500030517578,1.0,0.0
2021-12-23,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4649.22998046875,96.48999786376952,1.0,0.0
2021-12-24,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4696.56005859375,96.08000183105467,1.0,0.0
2021-12-25,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4725.7900390625,96.0199966430664,1.0,0.0
2021-12-26,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4725.7900390625,96.0199966430664,1.0,0.0
2021-12-27,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4725.7900390625,96.0199966430664,1.0,0.0
2021-12-28,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4725.7900390625,96.0199966430664,1.0,0.0
2021-12-29,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4791.18994140625,96.08999633789062,1.0,0.0
2021-12-30,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4786.35009765625,96.1999969482422,1.0,0.0
2021-12-31,,,,,3.25,24.2,3.33,3.9,7.0,13.244,0.0,7.1,1.217,1787.0,101.0232,4793.06005859375,95.93000030517578,1.0,0.0
